Order ID,Order Date,Ship Date,DateKey,CustomerKey,ProductKey,GeoKey,Sales,Profit,Quantity,Discount,Shipping Cost,Payment Mode
ORD-102902,2022-06-17,2022-06-20,20220617,430,11,9,306.05,105.84,6,0.0,29.89,UPI
ORD-102903,2023-04-13,2023-04-18,20230413,170,2,13,1774.56,521.08,3,0.05,32.24,UPI
ORD-102904,2023-09-10,2023-09-14,20230910,698,17,14,251.63,45.06,2,0.2,15.04,Credit Card
ORD-102905,2022-11-28,2022-12-02,20221128,481,2,22,1922.62,605.72,3,0.0,27.19,Credit Card
ORD-102906,2023-04-24,2023-04-27,20230424,4,19,33,9.65,1.1,1,0.0,9.27,Online
ORD-102907,2022-04-05,2022-04-08,20220405,434,17,19,436.48,98.7,3,0.1,17.3,Debit Card
ORD-102908,2022-01-15,2022-01-18,20220115,743,14,29,21.16,4.78,1,0.1,14.16,Online
ORD-102909,2024-07-06,2024-07-09,20240706,145,6,33,7200.58,1567.42,8,0.0,47.74,Credit Card
ORD-102910,2023-10-31,2023-11-02,20231031,541,31,29,235.27,19.41,1,0.25,18.49,Online
ORD-102911,2023-09-29,2023-10-03,20230929,382,11,19,153.45,52.08,3,0.0,17.8,UPI
ORD-102912,2022-10-06,2022-10-09,20221006,121,28,35,62.1,15.7,5,0.0,22.56,Credit Card
ORD-102913,2022-07-21,2022-07-25,20220721,434,11,17,38.21,6.47,1,0.25,12.08,UPI
ORD-102914,2024-01-29,2024-02-02,20240129,802,6,6,681.38,84.98,1,0.2,29.74,Debit Card
ORD-102915,2024-12-16,2024-12-19,20241216,674,4,4,804.66,234.66,4,0.0,19.25,Online
ORD-102916,2022-03-27,2022-03-30,20220327,812,7,36,376.0,108.91,1,0.1,21.86,Debit Card
ORD-102917,2022-07-19,2022-07-23,20220719,726,28,12,11.38,-0.74,1,0.15,12.53,Online
ORD-102918,2022-02-04,2022-02-08,20220204,412,28,7,31.8,3.82,3,0.15,18.15,UPI
ORD-102919,2024-07-30,2024-08-01,20240730,371,18,10,349.18,85.04,3,0.1,16.42,Debit Card
ORD-102920,2022-07-30,2022-08-06,20220730,756,4,6,1815.99,493.82,10,0.05,41.88,Credit Card
ORD-102921,2023-02-04,2023-02-05,20230204,802,3,3,4991.37,1128.83,4,0.05,54.81,UPI
ORD-102922,2023-03-10,2023-03-15,20230310,847,9,4,8820.41,1215.2,8,0.1,56.17,Online
ORD-102923,2024-05-15,2024-05-17,20240515,109,5,23,155.24,38.09,1,0.0,10.93,Cash
ORD-102924,2023-12-19,2023-12-22,20231219,425,16,6,779.91,165.32,2,0.0,17.88,UPI
ORD-102925,2023-03-30,2023-04-04,20230330,800,25,32,30.28,4.91,1,0.15,11.94,Online
ORD-102926,2024-09-14,2024-09-20,20240914,7,26,19,35.44,8.73,3,0.05,14.56,Cash
ORD-102927,2024-12-07,2024-12-13,20241207,508,20,33,12.31,1.82,2,0.0,11.69,Cash
ORD-102928,2024-02-08,2024-02-11,20240208,655,28,34,42.43,8.09,4,0.15,15.69,Credit Card
ORD-102929,2022-09-28,2022-09-29,20220928,158,14,27,53.55,21.63,2,0.0,14.71,UPI
ORD-102930,2024-06-20,2024-06-24,20240620,633,3,22,1211.83,266.07,1,0.05,36.15,Online
ORD-102931,2023-04-07,2023-04-10,20230407,502,21,2,14.12,1.98,1,0.0,10.48,Credit Card
ORD-102932,2023-10-11,2023-10-12,20231011,118,30,6,545.07,150.62,2,0.0,21.29,Online
ORD-102933,2022-07-28,2022-07-31,20220728,192,15,5,359.94,97.48,5,0.1,19.72,Debit Card
ORD-102934,2022-09-06,2022-09-09,20220906,485,15,11,305.97,92.13,4,0.0,25.25,Cash
ORD-102935,2023-02-17,2023-02-19,20230217,369,9,2,3797.06,666.67,3,0.0,47.99,Debit Card
ORD-102936,2023-01-24,2023-01-28,20230124,256,15,39,118.16,23.95,2,0.2,15.97,UPI
ORD-102937,2023-02-07,2023-02-09,20230207,545,29,11,1322.72,281.7,2,0.05,26.56,Credit Card
ORD-102938,2022-09-06,2022-09-12,20220906,706,26,13,11.59,0.28,1,0.1,11.45,Credit Card
ORD-102939,2024-02-17,2024-02-22,20240217,803,7,34,440.72,148.75,1,0.0,15.72,Online
ORD-102940,2022-11-10,2022-11-13,20221110,2,5,34,169.19,39.47,1,0.0,17.74,Credit Card
ORD-102941,2023-07-17,2023-07-20,20230717,749,15,17,163.07,49.25,2,0.0,13.03,Credit Card
ORD-102942,2024-10-06,2024-10-12,20241006,422,32,33,105.3,30.87,3,0.1,20.12,Online
ORD-102943,2023-06-07,2023-06-13,20230607,306,6,24,3470.71,680.34,4,0.05,39.42,Online
ORD-102944,2022-09-10,2022-09-13,20220910,25,22,40,18.79,-0.05,2,0.3,16.45,Online
ORD-102945,2024-09-22,2024-09-25,20240922,273,7,6,394.5,124.79,1,0.05,15.41,Debit Card
ORD-102946,2022-05-11,2022-05-15,20220511,338,13,24,82.1,18.28,1,0.15,15.79,Online
ORD-102947,2024-03-29,2024-04-02,20240329,530,1,28,691.0,172.93,3,0.05,19.24,Credit Card
ORD-102948,2023-03-27,2023-04-01,20230327,202,30,4,794.2,222.61,3,0.0,22.03,Online
ORD-102949,2023-02-23,2023-02-27,20230223,61,12,6,359.07,35.58,1,0.2,21.46,UPI
ORD-102950,2022-02-17,2022-02-20,20220217,270,15,4,76.83,16.86,1,0.1,15.49,Online
ORD-102951,2024-07-30,2024-07-31,20240730,170,14,1,100.73,43.93,4,0.0,18.4,Debit Card
ORD-102952,2024-01-24,2024-01-26,20240124,780,29,11,1406.05,327.25,2,0.0,29.15,Credit Card
ORD-102953,2023-06-24,2023-06-28,20230624,814,11,10,88.05,25.44,2,0.1,12.86,Online
ORD-102954,2022-06-10,2022-06-17,20220610,675,14,21,23.74,8.02,1,0.0,11.0,Credit Card
ORD-102955,2022-06-16,2022-06-18,20220616,537,16,16,851.19,177.77,2,0.0,27.12,Online
ORD-102956,2022-04-03,2022-04-08,20220403,370,23,6,21.7,2.23,4,0.15,20.92,Online
ORD-102957,2022-04-17,2022-04-21,20220417,673,19,13,8.41,-0.17,1,0.0,11.31,Cash
ORD-102958,2024-12-25,2024-12-29,20241225,197,9,23,1308.64,224.0,1,0.0,33.02,Credit Card
ORD-102959,2022-08-09,2022-08-11,20220809,32,14,22,117.71,49.89,5,0.05,18.88,UPI
ORD-102960,2023-05-05,2023-05-10,20230505,379,23,11,25.16,3.73,5,0.15,20.98,Credit Card
ORD-102961,2022-11-11,2022-11-15,20221111,246,21,29,15.14,1.88,1,0.0,11.94,Credit Card
ORD-102962,2022-10-07,2022-10-13,20221007,759,14,18,51.22,18.97,2,0.05,16.05,Online
ORD-102963,2023-09-15,2023-09-16,20230915,245,3,1,1139.29,202.57,1,0.15,39.69,Credit Card
ORD-102964,2022-07-27,2022-08-01,20220727,99,13,37,771.38,259.99,8,0.0,28.54,Debit Card
ORD-102965,2024-08-04,2024-08-08,20240804,375,17,29,151.62,34.29,1,0.05,14.67,Cash
ORD-102966,2023-04-09,2023-04-13,20230409,423,12,3,932.38,178.14,2,0.0,23.82,Credit Card
ORD-102967,2022-11-12,2022-11-15,20221112,169,29,29,804.63,185.42,1,0.0,21.97,Online
ORD-102968,2023-01-25,2023-01-27,20230125,216,26,10,63.53,17.55,5,0.0,24.27,Debit Card
ORD-102969,2024-06-15,2024-06-18,20240615,626,12,29,1703.55,331.56,4,0.0,26.13,Online
ORD-102970,2022-07-13,2022-07-20,20220713,238,4,35,202.47,56.41,1,0.0,12.36,UPI
ORD-102971,2022-08-28,2022-09-03,20220828,205,28,4,12.61,0.18,1,0.05,12.45,Credit Card
ORD-102972,2024-02-12,2024-02-16,20240212,521,31,37,1025.35,166.82,4,0.1,21.41,Cash
ORD-102973,2022-07-08,2022-07-14,20220708,673,1,33,368.98,66.02,2,0.2,22.21,Credit Card
ORD-102974,2024-02-23,2024-02-26,20240223,305,11,9,131.34,34.73,3,0.15,20.86,Credit Card
ORD-102975,2023-08-20,2023-08-23,20230820,484,26,33,43.67,9.33,4,0.05,22.0,Online
ORD-102976,2023-11-17,2023-11-24,20231117,463,23,24,6.13,-1.57,1,0.05,12.9,Credit Card
ORD-102977,2024-12-06,2024-12-07,20241206,637,2,18,2221.48,702.0,4,0.0,25.35,Credit Card
ORD-102978,2024-12-11,2024-12-18,20241211,132,26,34,10.81,-0.02,1,0.15,10.88,Debit Card
ORD-102979,2022-11-03,2022-11-05,20221103,335,22,29,13.25,2.17,1,0.0,9.71,Online
ORD-102980,2024-11-22,2024-11-26,20241122,486,14,30,19.26,3.69,1,0.2,12.58,Debit Card
ORD-102981,2024-12-17,2024-12-21,20241217,476,14,23,91.59,35.87,4,0.05,23.11,Online
ORD-102982,2024-09-02,2024-09-08,20240902,117,18,9,359.29,100.9,3,0.0,19.69,Cash
ORD-102983,2022-11-01,2022-11-05,20221101,671,9,18,4019.21,708.29,3,0.0,43.33,Cash
ORD-102984,2024-06-08,2024-06-09,20240608,411,12,33,1287.3,248.03,3,0.0,26.94,Credit Card
ORD-102985,2024-09-30,2024-10-03,20240930,517,20,7,6.91,-0.57,1,0.0,11.11,Credit Card
ORD-102986,2022-09-12,2022-09-15,20220912,509,22,13,12.63,0.52,1,0.0,13.67,Credit Card
ORD-102987,2023-07-24,2023-07-27,20230724,788,15,5,61.73,8.82,1,0.25,15.37,Debit Card
ORD-102988,2024-12-04,2024-12-09,20241204,228,19,1,8.9,0.1,1,0.05,10.66,Online
ORD-102989,2023-03-01,2023-03-02,20230301,177,26,17,45.67,13.35,4,0.0,15.37,Online
ORD-102990,2022-11-16,2022-11-20,20221116,827,26,14,20.31,3.14,2,0.15,11.33,Credit Card
ORD-102991,2024-07-30,2024-08-03,20240730,654,3,6,1020.59,162.89,1,0.2,30.32,Online
ORD-102992,2023-09-18,2023-09-21,20230918,133,28,28,10.46,-0.27,1,0.1,10.93,Credit Card
ORD-102993,2024-10-18,2024-10-25,20241018,619,26,35,24.89,5.47,2,0.0,13.53,Online
ORD-102994,2022-12-03,2022-12-07,20221203,230,1,10,1250.67,338.7,5,0.0,32.83,Online
ORD-102995,2022-12-10,2022-12-13,20221210,182,30,7,982.81,258.81,4,0.05,18.7,Credit Card
ORD-102996,2024-07-14,2024-07-19,20240714,820,3,14,3915.09,886.55,3,0.05,39.77,Credit Card
ORD-102997,2022-10-28,2022-11-02,20221028,359,5,40,540.66,104.27,4,0.15,26.49,Credit Card
ORD-102998,2022-06-26,2022-06-30,20220626,441,20,18,5.09,-2.7,1,0.2,13.53,Debit Card
ORD-102999,2022-11-11,2022-11-15,20221111,850,28,8,25.61,5.0,2,0.0,13.51,Online
ORD-103000,2022-02-28,2022-03-05,20220228,356,22,11,54.43,13.98,5,0.1,19.14,Debit Card
ORD-103001,2022-08-08,2022-08-13,20220808,807,19,14,25.85,6.33,3,0.05,13.67,UPI
ORD-103002,2024-11-14,2024-11-20,20241114,680,6,23,3606.38,783.2,4,0.0,29.14,Online
ORD-103003,2024-05-24,2024-05-28,20240524,491,21,18,41.92,9.77,3,0.1,15.19,Credit Card
ORD-103004,2022-12-02,2022-12-06,20221202,256,27,8,162.12,-6.9,3,0.25,13.6,Debit Card
ORD-103005,2022-04-03,2022-04-09,20220403,40,28,18,10.73,-1.19,1,0.15,13.21,Online
ORD-103006,2022-04-29,2022-05-03,20220429,711,6,26,2496.43,537.15,3,0.0,34.48,Credit Card
ORD-103007,2023-09-18,2023-09-19,20230918,571,31,6,298.78,50.67,1,0.05,17.43,Debit Card
ORD-103008,2024-05-19,2024-05-20,20240519,538,18,20,164.92,23.54,2,0.3,17.55,Online
ORD-103009,2024-10-30,2024-11-04,20241030,144,18,15,459.81,130.52,4,0.0,21.22,Credit Card
ORD-103010,2023-01-23,2023-01-26,20230123,381,3,32,2797.58,683.35,2,0.0,45.83,Debit Card
ORD-103011,2023-07-02,2023-07-04,20230702,377,10,11,63.81,21.9,2,0.0,14.01,Online
ORD-103012,2023-01-09,2023-01-12,20230109,167,17,16,143.36,35.73,1,0.0,12.61,Online
ORD-103013,2022-11-16,2022-11-22,20221116,825,6,7,838.81,158.61,1,0.05,26.15,Credit Card
ORD-103014,2024-11-02,2024-11-04,20241102,397,17,32,422.8,103.79,3,0.05,17.54,Credit Card
ORD-103015,2022-02-18,2022-02-20,20220218,225,31,11,751.52,103.44,3,0.15,26.53,Online
ORD-103016,2024-01-28,2024-02-01,20240128,796,27,17,150.9,33.35,2,0.0,12.51,Cash
ORD-103017,2024-12-14,2024-12-19,20241214,397,19,15,15.27,0.89,2,0.2,13.59,Debit Card
ORD-103018,2024-10-21,2024-10-23,20241021,674,8,25,355.47,64.49,3,0.15,18.87,Credit Card
ORD-103019,2023-11-10,2023-11-16,20231110,315,23,31,11.28,0.75,2,0.0,13.96,Credit Card
ORD-103020,2024-09-15,2024-09-17,20240915,221,24,11,30.99,7.68,3,0.0,17.03,UPI
ORD-103021,2024-02-18,2024-02-23,20240218,103,21,8,62.16,17.22,4,0.0,21.83,Credit Card
ORD-103022,2023-10-24,2023-10-27,20231024,835,16,9,357.0,56.32,1,0.1,22.7,Online
ORD-103023,2024-02-06,2024-02-10,20240206,553,22,21,10.82,0.31,1,0.15,10.25,Debit Card
ORD-103024,2024-12-24,2024-12-28,20241224,829,30,2,252.82,57.42,1,0.1,16.54,Online
ORD-103025,2024-10-22,2024-10-24,20241022,732,8,29,209.2,26.65,2,0.25,19.5,Credit Card
ORD-103026,2024-08-23,2024-08-25,20240823,647,32,39,264.87,77.52,8,0.15,35.83,Cash
ORD-103027,2022-06-08,2022-06-09,20220608,661,28,30,40.09,9.63,3,0.0,16.02,UPI
ORD-103028,2022-11-13,2022-11-15,20221113,275,2,6,3027.29,958.62,5,0.0,28.9,UPI
ORD-103029,2022-11-11,2022-11-15,20221111,113,10,27,93.85,33.09,3,0.0,18.07,Debit Card
ORD-103030,2024-12-03,2024-12-08,20241203,488,16,30,753.4,158.86,2,0.0,19.68,Credit Card
ORD-103031,2022-04-13,2022-04-15,20220413,491,18,37,317.65,68.8,3,0.15,21.25,Debit Card
ORD-103032,2022-12-11,2022-12-15,20221211,635,11,39,46.89,11.64,1,0.1,12.3,Cash
ORD-103033,2022-03-26,2022-03-31,20220326,325,32,36,35.17,10.03,1,0.05,9.54,Credit Card
ORD-103034,2023-07-22,2023-07-25,20230722,422,3,31,1079.59,211.5,1,0.1,43.46,Online
ORD-103035,2024-01-29,2024-02-02,20240129,555,26,37,23.33,5.65,2,0.0,11.18,UPI
ORD-103036,2024-03-31,2024-04-07,20240331,469,16,27,3118.81,671.46,8,0.0,41.95,UPI
ORD-103037,2023-01-10,2023-01-14,20230110,688,17,20,276.21,67.18,2,0.05,13.25,Cash
ORD-103038,2022-07-03,2022-07-09,20220703,104,19,6,14.83,0.01,2,0.15,16.5,Debit Card
ORD-103039,2022-03-17,2022-03-19,20220317,174,31,15,291.28,56.1,1,0.0,14.49,Credit Card
ORD-103040,2023-12-16,2023-12-19,20231216,417,9,25,2088.1,234.27,2,0.15,46.59,Credit Card
ORD-103041,2024-09-16,2024-09-19,20240916,167,16,24,2847.27,553.86,8,0.05,44.55,Debit Card
ORD-103042,2022-01-20,2022-01-22,20220120,20,1,3,454.42,102.02,2,0.1,20.11,Online
ORD-103043,2023-08-28,2023-08-30,20230828,241,1,6,241.24,60.98,1,0.0,18.76,Credit Card
ORD-103044,2022-06-29,2022-06-30,20220629,759,8,5,1219.49,301.28,10,0.0,45.1,Online
ORD-103045,2022-08-16,2022-08-22,20220816,473,11,35,44.43,12.72,1,0.05,9.37,Online
ORD-103046,2022-09-23,2022-09-26,20220923,94,28,6,67.15,14.38,6,0.1,24.14,Online
ORD-103047,2024-01-11,2024-01-14,20240111,738,12,1,364.15,34.82,1,0.2,25.37,Credit Card
ORD-103048,2023-12-11,2023-12-15,20231211,464,28,33,24.0,3.89,2,0.05,13.57,Credit Card
ORD-103049,2024-11-17,2024-11-20,20241117,695,16,20,307.47,-11.5,1,0.25,18.17,Credit Card
ORD-103050,2024-02-08,2024-02-09,20240208,309,1,11,379.33,68.96,2,0.2,19.73,Cash
ORD-103051,2023-10-27,2023-10-30,20231027,405,32,39,42.66,13.67,1,0.0,9.71,UPI
ORD-103052,2023-03-25,2023-03-28,20230325,656,10,15,32.2,10.02,1,0.0,10.01,Cash
ORD-103053,2022-06-27,2022-07-03,20220627,177,21,9,28.98,6.03,2,0.0,15.9,Online
ORD-103054,2023-07-19,2023-07-24,20230719,674,16,40,1558.9,331.3,4,0.0,33.32,Debit Card
ORD-103055,2023-06-04,2023-06-10,20230604,83,8,10,238.54,46.48,2,0.1,17.14,UPI
ORD-103056,2023-01-23,2023-01-29,20230123,324,28,33,11.0,0.26,1,0.1,9.95,Debit Card
ORD-103057,2024-02-06,2024-02-08,20240206,425,20,7,6.29,-1.89,1,0.1,13.32,Credit Card
ORD-103058,2024-10-03,2024-10-06,20241003,494,25,19,96.83,27.92,3,0.05,14.29,Cash
ORD-103059,2024-07-03,2024-07-04,20240703,230,5,35,247.68,36.79,2,0.25,15.19,Credit Card
ORD-103060,2023-08-20,2023-08-24,20230820,665,9,1,2816.52,206.91,3,0.25,52.6,Cash
ORD-103061,2023-06-17,2023-06-22,20230617,140,22,4,12.64,2.24,1,0.0,8.77,Online
ORD-103062,2024-10-08,2024-10-15,20241008,532,7,39,863.36,261.28,2,0.1,18.19,Debit Card
ORD-103063,2022-05-03,2022-05-05,20220503,600,11,16,183.97,60.25,4,0.05,17.07,Debit Card
ORD-103064,2022-12-05,2022-12-12,20221205,729,11,8,103.1,34.59,2,0.0,13.12,Credit Card
ORD-103065,2022-01-21,2022-01-23,20220121,617,29,14,3958.4,777.76,6,0.1,39.78,UPI
ORD-103066,2023-06-30,2023-07-04,20230630,568,1,26,197.58,33.28,1,0.2,17.81,Credit Card
ORD-103067,2024-10-11,2024-10-16,20241011,118,4,39,157.52,33.18,1,0.15,13.22,Credit Card
ORD-103068,2023-09-17,2023-09-19,20230917,819,15,27,347.38,72.67,6,0.25,20.66,Cash
ORD-103069,2022-12-20,2022-12-24,20221220,447,32,20,40.5,10.5,1,0.05,13.97,Online
ORD-103070,2023-09-16,2023-09-20,20230916,489,21,28,55.38,16.62,4,0.0,15.8,Online
ORD-103071,2022-06-21,2022-06-24,20220621,552,13,33,431.45,144.09,5,0.0,19.75,Credit Card
ORD-103072,2024-02-07,2024-02-12,20240207,624,32,13,32.36,6.72,1,0.2,10.39,Credit Card
ORD-103073,2023-11-24,2023-11-28,20231124,28,30,26,248.8,50.15,1,0.15,20.2,Cash
ORD-103074,2023-04-04,2023-04-08,20230404,783,32,22,85.03,19.18,3,0.25,18.09,Debit Card
ORD-103075,2023-11-09,2023-11-12,20231109,792,1,2,418.3,78.22,2,0.2,15.55,Credit Card
ORD-103076,2024-09-16,2024-09-21,20240916,114,23,22,5.57,-0.78,1,0.1,9.56,Online
ORD-103077,2023-04-24,2023-04-28,20230424,476,17,12,839.63,227.46,6,0.0,21.82,UPI
ORD-103078,2023-09-19,2023-09-25,20230919,842,22,10,35.88,8.48,3,0.0,18.82,Credit Card
ORD-103079,2024-02-02,2024-02-06,20240202,387,19,25,22.53,4.63,3,0.1,13.16,Credit Card
ORD-103080,2024-02-14,2024-02-18,20240214,613,30,35,266.29,66.05,1,0.05,16.72,Credit Card
ORD-103081,2024-07-07,2024-07-13,20240707,564,27,27,75.45,14.23,1,0.0,13.24,Credit Card
ORD-103082,2023-05-07,2023-05-12,20230507,112,10,23,52.15,14.41,2,0.1,15.45,Online
ORD-103083,2022-04-05,2022-04-08,20220405,646,32,3,31.61,7.24,1,0.15,10.03,Credit Card
ORD-103084,2023-04-30,2023-05-02,20230430,420,24,2,9.47,0.8,1,0.0,9.61,Credit Card
ORD-103085,2022-11-21,2022-11-23,20221121,89,4,11,817.44,169.94,5,0.2,28.27,Online
ORD-103086,2023-11-28,2023-12-02,20231128,552,7,36,436.17,143.94,1,0.0,24.91,Credit Card
ORD-103087,2022-10-26,2022-10-28,20221026,6,28,3,10.21,-1.06,1,0.2,11.79,Cash
ORD-103088,2024-04-01,2024-04-05,20240401,631,17,10,240.24,42.77,2,0.2,15.09,Debit Card
ORD-103089,2022-06-30,2022-07-02,20220630,96,3,37,12981.16,2961.01,10,0.05,70.45,Debit Card
ORD-103090,2024-07-20,2024-07-24,20240720,63,21,28,30.72,6.31,2,0.0,17.09,Credit Card
ORD-103091,2024-02-02,2024-02-05,20240202,420,6,39,4677.89,1017.71,5,0.0,32.64,Credit Card
ORD-103092,2023-03-22,2023-03-25,20230322,823,4,36,175.99,43.48,1,0.05,16.57,Cash
ORD-103093,2024-06-12,2024-06-18,20240612,191,6,7,944.7,199.19,1,0.0,24.69,Online
ORD-103094,2023-11-18,2023-11-25,20231118,203,25,21,64.52,17.63,2,0.0,15.99,Credit Card
ORD-103095,2024-09-29,2024-10-04,20240929,537,12,38,683.0,58.57,2,0.25,27.81,Online
ORD-103096,2024-03-10,2024-03-14,20240310,611,4,40,781.63,228.1,4,0.0,18.25,Credit Card
ORD-103097,2022-10-06,2022-10-10,20221006,213,24,34,20.01,3.66,2,0.05,13.55,Online
ORD-103098,2024-09-12,2024-09-17,20240912,439,21,20,26.9,4.8,2,0.1,13.96,Online
ORD-103099,2024-03-02,2024-03-07,20240302,631,14,36,20.61,4.07,1,0.15,14.28,Credit Card
ORD-103100,2024-06-26,2024-07-01,20240626,128,20,35,10.53,0.44,2,0.2,10.79,Credit Card
ORD-103101,2024-02-11,2024-02-16,20240211,828,25,11,29.57,4.83,1,0.15,11.54,Online
ORD-103102,2022-10-29,2022-11-02,20221029,580,27,18,221.61,47.76,3,0.0,21.84,Debit Card
ORD-103103,2024-01-06,2024-01-12,20240106,8,26,40,34.44,7.08,3,0.1,16.17,Credit Card
ORD-103104,2022-09-28,2022-10-04,20220928,481,10,24,56.15,16.52,2,0.1,13.76,Credit Card
ORD-103105,2023-10-15,2023-10-19,20231015,745,25,22,49.46,8.28,2,0.25,13.09,Cash
ORD-103106,2022-05-02,2022-05-06,20220502,102,9,25,1789.33,96.47,2,0.3,31.12,Cash
ORD-103107,2022-06-03,2022-06-07,20220603,372,3,13,1107.89,219.18,1,0.1,38.51,Credit Card
ORD-103108,2024-04-13,2024-04-16,20240413,59,18,9,224.42,62.01,2,0.0,15.18,Credit Card
ORD-103109,2024-10-29,2024-11-02,20241029,774,4,14,703.17,190.73,4,0.05,17.6,Debit Card
ORD-103110,2024-08-13,2024-08-17,20240813,240,32,21,294.37,98.99,8,0.05,36.76,Debit Card
ORD-103111,2022-07-31,2022-08-03,20220731,192,6,35,687.87,86.19,1,0.2,28.9,Online
ORD-103112,2023-08-16,2023-08-18,20230816,543,14,20,44.5,14.45,2,0.1,17.19,Credit Card
ORD-103113,2024-07-26,2024-07-30,20240726,234,13,28,87.07,23.38,1,0.1,10.32,UPI
ORD-103114,2022-08-06,2022-08-07,20220806,559,3,34,1208.99,290.57,1,0.0,33.35,Debit Card
ORD-103115,2024-09-24,2024-09-27,20240924,665,17,22,130.44,27.0,1,0.1,12.29,UPI
ORD-103116,2024-07-10,2024-07-14,20240710,265,27,21,66.05,9.65,1,0.1,12.07,Credit Card
ORD-103117,2024-07-30,2024-08-03,20240730,121,1,40,508.85,75.15,3,0.3,17.89,Online
ORD-103118,2022-05-03,2022-05-06,20220503,434,7,38,843.41,271.73,2,0.05,18.84,Credit Card
ORD-103119,2022-10-25,2022-10-29,20221025,154,11,9,86.84,23.85,2,0.1,16.23,Online
ORD-103120,2023-04-30,2023-05-02,20230430,555,16,25,1900.1,332.04,5,0.1,28.5,UPI
ORD-103121,2024-07-26,2024-07-30,20240726,38,1,35,395.28,80.64,2,0.15,18.07,Debit Card
ORD-103122,2023-10-13,2023-10-16,20231013,541,24,30,26.67,-2.6,4,0.3,17.52,Credit Card
ORD-103123,2024-08-21,2024-08-26,20240821,351,13,34,86.38,21.19,1,0.1,15.97,Online
ORD-103124,2023-12-26,2023-12-31,20231226,430,23,8,6.06,-0.56,1,0.0,10.26,Credit Card
ORD-103125,2023-02-28,2023-03-04,20230228,122,24,18,9.39,0.54,1,0.0,10.27,Cash
ORD-103126,2023-05-02,2023-05-08,20230502,457,15,33,232.25,61.84,3,0.1,15.75,Debit Card
ORD-103127,2023-04-20,2023-04-26,20230420,466,1,16,455.0,110.77,2,0.05,21.52,Debit Card
ORD-103128,2022-11-15,2022-11-17,20221115,93,7,37,1243.42,426.41,3,0.0,25.11,Credit Card
ORD-103129,2024-06-11,2024-06-15,20240611,850,3,11,5404.0,1333.48,4,0.0,50.05,Credit Card
ORD-103130,2022-05-23,2022-05-27,20220523,587,16,22,358.58,57.43,1,0.1,20.34,Online
ORD-103131,2024-01-16,2024-01-21,20240116,343,19,9,48.25,14.95,5,0.0,19.31,Debit Card
ORD-103132,2024-02-05,2024-02-07,20240205,497,3,6,3459.49,639.46,3,0.15,50.97,Credit Card
ORD-103133,2024-08-12,2024-08-17,20240812,843,28,10,11.78,-0.12,1,0.0,13.14,Credit Card
ORD-103134,2022-06-13,2022-06-17,20220613,657,28,11,21.57,2.16,2,0.1,14.78,Credit Card
ORD-103135,2022-03-27,2022-04-01,20220327,464,24,2,18.92,2.75,2,0.1,13.76,Credit Card
ORD-103136,2022-02-28,2022-03-02,20220228,116,22,38,50.07,14.9,4,0.0,17.52,UPI
ORD-103137,2023-11-04,2023-11-07,20231104,511,29,23,6026.81,1428.16,8,0.0,52.2,Cash
ORD-103138,2024-06-01,2024-06-07,20240601,473,3,6,1254.72,248.73,1,0.1,42.17,Credit Card
ORD-103139,2024-05-09,2024-05-10,20240509,818,23,2,15.84,0.58,3,0.15,18.25,Credit Card
ORD-103140,2023-09-26,2023-09-29,20230926,42,19,22,16.01,1.9,2,0.15,12.41,Online
ORD-103141,2024-02-14,2024-02-18,20240214,411,22,3,25.66,5.17,2,0.0,16.03,Credit Card
ORD-103142,2023-01-11,2023-01-14,20230111,308,23,9,11.52,1.76,2,0.0,11.44,Credit Card
ORD-103143,2024-12-04,2024-12-08,20241204,534,26,15,33.73,7.85,3,0.1,13.22,Debit Card
ORD-103144,2023-07-22,2023-07-25,20230722,537,27,13,74.58,14.98,1,0.0,10.48,Cash
ORD-103145,2023-07-21,2023-07-25,20230721,775,32,31,121.03,42.15,3,0.0,17.89,Online
ORD-103146,2022-09-01,2022-09-06,20220901,276,24,9,7.96,-0.48,1,0.15,10.01,Credit Card
ORD-103147,2024-06-24,2024-06-28,20240624,8,15,31,165.26,49.27,2,0.0,15.04,Credit Card
ORD-103148,2024-11-04,2024-11-07,20241104,174,5,19,148.53,35.56,1,0.0,12.98,Debit Card
ORD-103149,2022-12-18,2022-12-22,20221218,789,23,14,16.61,2.75,3,0.0,15.88,Credit Card
ORD-103150,2024-01-07,2024-01-10,20240107,517,31,35,283.6,53.29,1,0.0,17.89,Online
ORD-103151,2024-01-01,2024-01-04,20240101,475,24,13,9.2,0.08,1,0.1,10.3,Online
ORD-103152,2024-11-24,2024-11-27,20241124,405,4,8,629.1,131.76,4,0.2,18.99,Credit Card
ORD-103153,2023-07-14,2023-07-17,20230714,357,15,38,212.21,60.58,3,0.05,14.88,Debit Card
ORD-103154,2023-07-31,2023-08-05,20230731,149,8,28,139.14,31.91,1,0.0,12.19,Online
ORD-103155,2023-10-07,2023-10-08,20231007,15,12,2,965.86,185.49,2,0.0,21.96,Debit Card
ORD-103156,2023-07-15,2023-07-20,20230715,364,32,9,207.98,75.38,5,0.0,22.32,Debit Card
ORD-103157,2022-11-02,2022-11-08,20221102,766,2,2,551.33,146.42,1,0.1,22.71,Credit Card
ORD-103158,2023-08-13,2023-08-16,20230813,745,7,32,472.19,156.84,1,0.0,24.08,Debit Card
